Game result,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods
4th (35),4:45,1,-5,0,10,8,21,0,0,3,1,3,12,9,4,yes,7,1,6,0,2,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (70),3:38,17,0,6,10,24,0,4,9,3,0,1,8,22,6,yes,4,4,0,1,2,1,5,2
2nd (67),2:53,0,-6,0,3,8,55,0,7,3,1,7,22,4,2,no,14,2,9,2,1,2,1,0
3rd (56),2:37,17,0,5,5,9,0,2,18,3,1,2,2,10,7,no,10,2,0,2,4,3,2,1
4th (47),3:23,0,-4,7,15,18,0,11,0,3,1,3,10,6,4,yes,1,4,0,0,2,7,1,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),2:40,12,-2,3,20,16,0,0,17,4,0,1,8,17,5,no,8,3,0,2,3,1,5,0
2nd (54),3:18,9,-3,2,7,6,26,0,7,2,1,3,13,0,3,no,11,1,6,1,1,3,3,0
3rd (50),2:47,0,-6,3,10,11,31,1,0,3,0,4,10,3,0,no,12,3,6,1,0,2,1,2
4th (48),4:21,15,-1,7,3,18,0,0,6,2,1,1,7,18,7,yes,6,3,0,1,4,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),2:25,5,-4,1,3,5,48,0,0,2,0,4,14,8,6,no,14,1,9,0,2,3,1,2
2nd (54),2:06,8,-1,1,8,17,0,4,17,2,0,0,10,11,6,yes,1,3,0,2,4,1,4,2
3rd (48),3:20,13,-3,5,7,2,1,0,23,3,2,0,2,9,7,no,13,1,1,3,3,2,3,0
4th (47),1:52,5,-3,5,5,31,0,4,0,2,1,3,7,5,4,no,10,7,0,0,2,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),2:36,18,0,4,7,17,0,4,12,2,2,1,12,9,8,no,11,3,0,1,3,2,4,1
2nd (56),2:10,18,0,0,15,21,0,2,0,3,0,2,10,7,6,yes,1,4,0,0,4,2,4,1
3rd (49),3:03,0,-6,3,2,17,31,2,0,1,1,5,7,5,0,no,12,4,7,0,0,3,1,1
4th (38),3:56,0,-6,16,5,6,0,5,12,3,2,2,9,17,0,no,10,2,0,2,0,6,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (53),2:26,17,0,9,7,0,0,4,16,2,1,0,7,10,9,no,11,0,0,2,4,3,4,2
2nd (49),2:41,11,-2,5,5,16,0,7,7,3,1,0,15,7,7,no,10,3,0,0,3,5,1,2
3rd (43),3:15,1,-4,4,2,22,4,0,14,1,1,3,14,14,5,no,14,5,2,2,3,1,3,1
4th (35),2:41,5,-4,4,7,21,0,2,0,3,2,1,3,8,8,no,13,4,0,0,3,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),3:24,10,-2,3,8,22,0,6,13,2,0,1,8,13,4,yes,1,4,0,2,3,1,3,3
2nd (49),3:02,16,-2,5,3,10,9,3,5,3,1,4,7,8,8,no,14,2,2,2,4,2,3,2
3rd (48),4:36,0,-6,6,10,10,18,0,10,3,0,4,6,9,0,no,12,3,5,2,0,3,1,1
4th (46),2:52,10,-2,1,3,5,26,3,0,1,1,4,9,0,3,no,9,1,7,0,2,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),3:55,0,-6,0,3,2,38,4,15,3,0,3,15,11,0,no,9,1,6,3,0,3,4,0
2nd (49),3:22,9,-3,7,0,20,13,3,0,0,0,3,7,24,4,no,14,5,4,0,2,2,3,2
3rd (49),4:20,15,-1,4,5,13,0,3,10,3,0,1,16,2,10,no,10,2,0,1,5,3,2,2
4th (48),3:28,12,-2,2,7,21,0,2,6,3,1,0,6,7,7,no,13,4,0,1,4,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),3:44,12,-1,5,3,5,9,11,14,3,0,3,18,4,5,no,9,1,2,2,3,6,2,1
2nd (51),2:37,14,-1,2,5,17,0,2,12,3,0,3,6,10,9,no,10,4,0,1,4,3,2,1
3rd (50),5:28,3,-4,4,7,30,2,0,8,3,2,1,8,14,2,no,13,5,2,1,1,1,3,0
4th (47),4:12,5,-4,4,3,2,31,6,0,3,1,3,6,10,3,no,14,1,6,1,1,1,6,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),2:17,16,0,8,7,11,0,3,13,3,0,1,4,10,10,no,13,2,0,2,5,3,3,0
2nd (53),3:38,8,-2,6,7,13,0,6,15,2,0,3,4,10,8,no,11,3,0,2,2,6,3,0
3rd (47),4:59,0,-4,5,20,0,0,8,18,4,2,0,8,5,1,no,8,0,0,2,1,2,5,2
4th (38),4:26,8,-2,0,3,18,9,2,0,2,2,3,12,3,9,no,9,3,3,0,4,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),2:45,18,0,3,7,17,0,0,23,3,0,2,2,11,8,no,13,4,0,3,4,1,3,0
2nd (52),2:58,12,-2,2,3,12,18,7,0,3,0,3,22,8,7,no,9,3,4,0,3,4,3,0
3rd (45),4:04,3,-5,10,10,8,4,6,9,3,0,2,10,14,5,no,12,1,2,1,2,3,6,0
4th (45),3:53,3,-5,4,5,13,13,6,6,3,1,2,9,10,5,no,10,3,4,0,2,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),2:58,2,-3,2,3,5,55,2,0,2,0,6,16,10,1,no,9,1,9,1,1,2,2,2
2nd (62),2:54,18,0,4,10,8,0,0,22,3,0,1,11,10,9,no,12,2,0,3,4,2,3,1
3rd (49),4:02,5,-4,6,3,29,0,4,6,3,0,1,14,15,4,no,14,6,0,1,2,4,4,1
4th (43),3:09,8,-4,5,8,21,0,5,0,2,1,3,6,12,8,yes,1,5,0,0,3,2,5,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),3:04,8,-1,3,3,21,13,8,2,3,0,1,14,16,3,no,9,3,3,1,2,4,4,0
2nd (51),2:20,5,-1,4,7,9,4,0,23,3,0,1,7,12,6,no,13,2,2,3,3,2,3,0
3rd (47),4:11,0,-4,7,10,4,18,5,7,3,0,2,15,10,1,no,12,1,4,2,1,4,2,1
4th (45),4:07,13,0,3,10,19,0,0,0,3,2,2,8,6,9,yes,7,5,0,0,4,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),2:17,8,-4,2,10,0,48,0,0,3,0,5,18,11,5,no,12,0,9,0,2,0,3,1
2nd (56),5:51,2,-4,8,7,21,0,3,19,3,1,0,8,16,1,no,13,4,0,3,1,3,3,0
3rd (53),6:36,13,-3,5,3,18,4,3,10,1,0,2,6,16,9,no,11,4,1,2,3,2,3,2
4th (49),3:04,13,-1,5,3,12,4,9,4,2,1,3,19,8,8,no,9,2,2,1,4,7,0,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),3:26,9,-2,4,3,7,31,4,0,3,1,3,12,18,4,no,9,2,6,0,2,2,4,0
2nd (54),3:05,9,-2,3,20,9,0,9,6,4,0,2,10,1,6,no,8,2,0,1,3,5,3,0
3rd (48),2:42,0,-6,5,5,24,13,0,7,2,0,3,6,12,3,no,12,5,4,1,1,1,2,2
4th (47),2:19,16,0,5,5,14,0,0,7,2,3,1,13,10,10,no,10,3,0,1,5,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),2:55,0,-6,1,3,10,48,4,8,3,0,5,16,8,0,no,9,2,8,1,0,2,2,2
2nd (60),4:01,9,-2,9,20,8,0,10,6,4,1,1,4,13,1,no,8,1,0,1,1,3,6,1
3rd (50),1:57,9,0,4,5,14,0,5,13,3,0,2,10,6,8,no,10,3,0,1,4,5,1,1
4th (47),3:06,8,0,3,7,19,0,3,7,3,1,2,3,6,8,no,13,4,0,1,4,2,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),2:23,18,0,5,7,12,0,6,17,2,0,0,4,8,8,no,11,2,0,2,4,2,6,0
2nd (62),3:34,9,-2,10,10,13,0,3,19,3,0,2,2,12,4,no,12,3,0,2,2,3,4,1
3rd (57),2:31,0,-6,3,3,0,55,2,0,3,1,5,12,2,0,no,14,0,10,0,0,3,2,2
4th (45),3:01,8,-3,2,7,26,2,3,0,3,0,2,8,4,6,no,13,5,2,0,3,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),5:10,0,-6,8,3,8,36,6,9,3,0,2,6,19,0,no,9,2,4,2,0,3,3,3
2nd (55),2:13,16,0,3,7,29,0,0,0,3,1,1,2,7,8,no,13,5,0,0,4,2,3,0
3rd (51),4:30,9,-2,4,7,8,10,0,15,2,0,1,10,8,3,no,11,2,3,2,1,1,4,3
4th (50),2:03,9,-2,2,20,11,0,4,6,4,2,0,16,0,3,no,8,2,0,1,2,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (64),2:16,17,0,3,20,6,0,8,10,4,0,0,8,8,6,no,8,1,0,1,4,3,3,2
2nd (54),6:12,8,-3,2,5,10,18,4,10,3,0,4,16,4,5,no,10,2,5,0,2,4,1,1
3rd (53),4:23,9,-2,5,3,15,10,2,11,3,1,3,12,13,5,no,9,3,2,2,3,3,2,1
4th (51),2:58,0,-5,4,3,14,21,0,14,3,1,2,9,20,0,no,14,3,6,2,0,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),2:22,17,0,3,5,12,0,0,20,3,0,1,6,8,8,no,10,2,0,2,4,2,3,2
2nd (50),2:11,10,-2,6,20,9,0,7,0,4,0,0,7,9,5,no,8,2,0,0,3,4,3,2
3rd (44),2:45,0,-6,3,7,23,10,0,7,3,0,0,4,5,3,no,13,4,3,1,1,1,4,1
4th (40),2:10,8,-3,3,3,8,0,0,21,2,5,1,13,8,6,no,9,2,0,3,3,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (90),2:32,0,-3,1,2,5,85,0,0,1,0,8,12,8,1,no,14,1,12,1,1,1,1,1
2nd (58),2:33,16,0,8,7,13,0,4,10,2,0,2,8,19,10,no,11,3,0,2,4,3,4,0
3rd (51),4:33,5,-2,9,3,27,0,9,0,2,2,1,10,9,4,no,9,5,0,0,2,5,3,2
4th (48),3:58,8,-2,2,5,8,0,6,21,3,0,0,16,10,8,no,10,2,0,2,4,3,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),2:15,4,-3,4,7,23,10,4,7,2,0,2,14,15,3,no,11,4,2,2,1,3,4,0
2nd (53),2:23,17,-1,9,7,10,0,7,4,3,2,0,10,11,7,no,13,2,0,1,4,4,2,0
3rd (48),3:00,14,-1,7,5,19,0,4,0,2,2,1,7,13,8,no,12,4,0,0,4,2,4,0
4th (42),4:06,0,-6,4,3,0,31,4,6,3,3,1,10,2,0,no,9,0,6,1,0,3,2,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),3:32,0,-6,4,10,5,43,0,7,3,0,6,12,5,0,no,12,2,9,1,0,1,1,1
2nd (63),3:03,17,-1,3,20,16,0,0,8,4,0,1,6,14,8,no,8,3,0,1,4,1,4,1
3rd (57),3:31,9,-3,4,3,25,10,9,0,2,0,2,7,10,1,no,14,5,3,0,1,6,3,0
3rd (57),2:48,10,-2,4,7,12,0,3,23,3,0,0,12,8,7,no,13,2,0,3,4,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),4:45,0,-4,15,5,20,0,10,8,3,1,0,3,29,1,no,10,3,0,0,1,3,4,3
2nd (54),2:37,11,-1,2,7,8,0,7,20,2,0,0,18,4,7,no,11,2,0,3,3,4,3,1
3rd (49),4:27,8,-1,0,15,14,10,3,0,3,2,2,22,10,6,yes,1,3,3,0,3,2,2,0
4th (45),2:15,10,-1,3,7,14,0,0,12,3,1,0,11,11,9,no,13,3,0,2,4,3,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (65),2:14,18,0,2,20,5,0,12,8,4,0,1,14,1,6,no,8,1,0,1,4,6,2,0
2nd (59),4:23,6,-2,6,3,13,10,5,18,3,1,0,6,16,4,no,9,2,2,2,2,1,5,3
3rd (57),3:10,8,-4,3,2,8,36,4,0,1,0,5,4,8,5,no,14,1,8,0,2,1,4,2
4th (54),2:14,0,-4,4,5,20,0,0,29,3,1,1,13,12,1,no,10,4,0,3,1,3,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),3:17,5,-3,5,20,7,0,4,17,4,0,0,14,13,4,no,8,2,0,2,3,2,4,1
2nd (54),4:37,3,-5,2,5,6,33,0,10,3,1,7,4,5,2,no,10,1,8,0,1,0,2,2
3rd (52),2:51,17,-1,4,7,10,10,5,0,2,0,4,8,5,10,no,11,2,2,1,4,5,2,0
4th (50),3:10,11,-3,4,7,28,0,3,0,3,0,0,10,13,7,no,13,6,0,0,3,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (53),3:18,11,-3,2,7,14,10,0,12,3,1,1,8,11,7,no,13,3,3,2,3,0,3,0
2nd (49),3:11,8,-1,3,5,16,0,3,15,3,1,1,20,5,6,no,10,4,0,2,3,4,0,1
3rd (43),3:45,11,-1,2,3,8,13,3,4,3,1,0,12,12,9,no,14,2,4,1,4,2,3,1
4th (36),4:43,1,-4,9,3,20,2,5,0,1,1,2,4,16,2,no,11,4,2,0,1,5,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),2:52,0,-6,1,3,4,64,0,0,3,2,6,22,2,0,no,14,1,10,1,0,2,2,0
2nd (63),3:59,18,0,13,10,8,1,7,6,3,0,0,4,16,6,no,12,1,1,1,3,3,4,2
3rd (58),4:05,18,0,4,7,19,0,4,6,3,0,1,2,10,6,no,13,4,0,2,3,2,4,0
4th (48),3:00,0,-6,3,5,28,0,4,14,3,1,4,4,4,0,no,10,7,0,1,0,4,2,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),3:18,17,0,1,3,18,0,4,14,1,0,2,14,10,9,no,11,4,0,2,5,4,2,0
2nd (54),4:24,3,-4,5,10,9,31,0,0,3,1,4,12,8,2,no,12,2,7,0,1,1,2,1
3rd (52),5:07,4,-3,6,20,21,0,4,0,4,0,0,12,17,2,no,8,4,0,0,2,2,4,2
4th (47),3:19,10,-3,1,5,8,16,0,10,3,0,2,11,14,6,no,10,1,5,1,2,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),3:06,13,-1,6,5,11,0,6,16,3,0,0,2,12,9,no,10,2,0,1,4,2,3,3
2nd (52),3:13,0,-4,7,20,18,0,5,6,4,0,0,7,16,1,no,8,4,0,1,1,3,5,0
3rd (44),2:40,8,0,7,10,9,0,10,0,3,2,1,18,7,8,no,12,2,0,0,4,4,3,0
4th (44),2:49,3,-1,3,7,18,0,0,14,2,2,1,12,4,8,no,11,4,0,2,3,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (78),3:48,12,-1,2,3,8,36,0,18,3,0,3,8,14,4,no,9,1,4,3,3,1,4,1
2nd (59),5:26,5,-1,8,20,10,0,9,8,4,0,2,7,13,5,no,8,3,0,1,2,5,3,0
3rd (51),3:14,0,-4,3,10,32,0,3,7,3,0,2,20,7,2,no,12,7,0,1,1,2,3,1
4th (46),2:21,6,-1,5,5,13,0,6,12,3,1,0,7,8,5,no,10,3,0,1,3,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),4:41,9,-1,3,3,9,16,0,16,3,1,4,10,7,4,no,9,2,3,2,2,3,4,0
2nd (54),2:10,17,0,2,7,18,0,5,5,3,1,1,20,5,8,no,13,4,0,1,4,3,2,0
3rd (53),2:33,0,-6,6,10,8,31,4,0,3,0,3,9,7,0,no,12,1,6,1,0,4,2,1
4th (46),3:25,5,-2,9,5,7,4,6,12,3,0,1,3,23,7,no,10,1,2,1,3,1,4,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (54),3:02,9,-2,11,7,11,0,4,14,2,0,1,0,17,5,no,11,2,0,2,2,4,4,2
2nd (50),4:07,15,0,3,5,11,0,0,16,3,1,1,17,7,10,no,10,2,0,1,5,2,3,1
3rd (47),2:48,0,-6,7,10,11,13,6,6,3,1,3,8,0,0,no,12,3,4,1,0,3,2,1
4th (38),2:15,9,-3,3,20,9,0,0,0,4,3,1,7,8,6,no,8,2,0,0,3,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),3:24,10,-2,5,7,12,0,2,23,2,1,1,9,14,4,no,11,2,0,3,2,3,4,1
2nd (56),4:21,0,-5,6,10,15,25,5,0,3,0,5,16,2,0,no,12,3,6,0,0,5,1,0
3rd (53),5:21,12,-2,4,8,24,0,0,7,2,0,1,9,21,8,no,8,5,0,1,5,1,3,1
4th (45),4:54,13,-2,1,3,5,16,3,6,3,1,3,14,11,11,no,14,2,4,1,4,1,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (58),3:51,17,0,5,7,12,0,0,17,3,1,1,8,20,9,no,13,3,0,2,5,0,4,0
2nd (54),2:51,13,-1,4,3,18,5,4,8,2,0,3,8,11,8,no,14,4,3,1,3,2,4,1
3rd (54),4:00,0,-5,1,10,20,20,0,8,3,0,3,20,12,0,no,12,3,6,1,0,1,4,0
4th (43),5:03,1,-3,8,5,0,9,8,15,3,2,5,11,4,5,no,10,0,3,1,3,5,0,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),3:10,14,0,3,7,14,0,0,23,3,0,1,6,8,9,no,13,3,0,3,4,2,2,1
2nd (59),4:07,9,-1,7,10,29,0,5,0,3,0,3,10,16,6,no,12,5,0,0,3,2,5,0
3rd (54),3:57,0,-5,5,3,0,48,3,0,1,0,2,13,13,1,no,11,0,8,1,0,3,3,2
4th (42),3:33,8,-3,2,3,7,16,3,6,3,0,2,11,3,8,no,14,2,5,1,3,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),3:51,8,-3,2,2,6,48,0,0,1,3,7,12,8,5,no,14,2,9,0,2,0,1,1
2nd (62),3:19,18,0,7,7,13,0,0,17,2,0,1,4,18,9,no,11,2,0,2,4,3,3,2
3rd (49),4:25,9,-3,5,20,8,0,10,0,4,0,0,12,12,6,no,8,1,0,0,3,3,6,1
4th (46),3:12,0,-5,0,0,21,21,0,9,2,0,4,14,4,0,no,13,5,6,1,0,1,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),3:19,14,-1,6,10,16,0,3,12,3,0,2,16,12,9,no,12,3,0,2,4,3,2,1
2nd (58),2:47,5,-5,3,20,3,25,7,0,4,0,3,16,14,3,no,8,1,4,1,1,4,3,0
3rd (53),3:20,4,-3,2,10,17,10,0,13,3,0,0,8,16,1,yes,2,3,2,2,1,1,5,1
4th (40),4:03,11,-1,6,7,11,2,0,4,3,1,1,12,10,8,no,13,2,2,1,4,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (70),3:33,0,-5,1,2,8,64,0,0,1,0,6,9,5,0,no,14,1,10,1,0,3,1,2
2nd (63),3:44,9,-1,7,5,22,0,3,18,3,0,1,11,23,4,no,10,4,0,1,3,3,4,0
3rd (48),4:46,11,0,2,10,4,4,0,17,3,0,1,14,10,10,yes,2,1,1,2,5,3,2,1
4th (46),2:57,8,-2,3,7,17,0,7,6,3,1,1,4,0,7,no,13,4,0,1,3,2,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:28,0,-6,2,2,5,48,0,8,1,0,4,10,12,0,no,12,1,8,2,0,1,3,2
2nd (56),4:54,18,0,6,7,21,0,4,0,2,1,1,9,13,9,no,11,3,0,0,4,3,3,2
3rd (52),4:03,9,-3,5,5,14,0,4,18,3,1,3,10,4,3,no,10,4,0,2,2,4,2,0
4th (51),4:37,9,-3,7,3,18,0,6,11,2,2,0,15,15,3,no,9,4,0,2,2,4,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (59),3:44,0,-5,4,3,11,38,8,0,3,0,3,10,8,0,no,9,2,6,1,0,3,2,3
2nd (58),3:32,16,-1,2,20,11,0,4,6,4,0,3,6,4,7,no,8,3,0,1,3,4,3,0
3rd (52),3:47,15,-1,3,5,8,0,0,22,2,1,0,9,10,8,no,10,2,0,3,4,2,4,0
4th (42),3:43,4,-4,5,7,21,0,3,6,3,1,0,4,7,6,no,13,4,0,1,3,1,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),3:26,17,-1,3,7,22,0,3,5,2,0,1,6,5,8,no,11,5,0,1,3,3,3,1
2nd (42),3:33,0,-1,7,5,8,0,0,23,2,0,0,2,10,5,no,10,2,0,4,2,3,4,1
3rd (38),3:10,2,-2,2,0,5,31,0,0,0,3,4,8,0,5,no,12,1,7,0,3,1,3,0
4th (31),4:35,0,-3,3,3,8,16,4,0,1,1,2,7,8,5,no,9,1,5,0,2,2,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),3:03,9,-2,6,7,17,0,6,14,3,2,1,8,6,3,no,13,4,0,2,2,2,3,0
2nd (57),4:29,9,-1,3,7,20,0,0,19,2,1,1,10,10,5,no,11,4,0,3,2,2,3,1
3rd (49),4:03,13,0,4,3,12,0,9,8,3,0,1,12,14,7,no,14,2,0,1,4,5,4,1
4th (47),5:35,0,-6,4,5,5,31,0,8,3,0,3,4,4,0,no,10,1,7,0,0,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (74),3:28,0,-6,9,10,6,55,0,0,3,0,5,4,18,0,no,12,1,10,0,0,0,2,2
2nd (55),4:06,12,-1,5,5,5,0,7,22,2,0,0,11,4,5,no,10,1,0,3,3,4,3,2
3rd (48),4:11,18,0,1,7,19,0,3,0,2,1,2,20,4,12,no,11,4,0,0,5,3,3,0
4th (43),3:47,5,-4,5,7,15,0,0,15,3,2,1,4,13,9,no,13,3,0,2,4,1,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (57),4:01,18,0,6,3,21,0,0,9,1,1,1,8,8,11,no,11,4,0,1,5,2,4,0
2nd (56),3:15,0,-6,5,0,0,38,4,15,0,1,3,0,8,0,no,13,0,8,2,0,1,4,2
3rd (55),4:42,9,-1,2,3,9,13,5,15,1,0,2,16,2,3,no,9,2,4,2,2,5,2,0
4th (50),4:43,5,-3,5,3,26,0,7,7,2,1,1,10,16,6,no,14,5,0,1,3,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (69),3:57,11,-3,3,3,8,38,0,9,3,0,2,11,10,2,no,14,1,7,2,1,4,3,0
2nd (52),2:38,1,-4,4,20,21,0,4,6,4,1,1,10,13,1,no,8,5,0,1,1,1,4,1
3rd (50),2:56,11,-1,3,5,12,0,2,18,3,0,0,10,10,8,no,10,2,0,2,4,2,2,3
4th (40),3:43,11,-2,6,3,13,0,4,5,2,3,1,10,8,10,no,9,3,0,1,4,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (62),4:10,18,0,5,10,13,0,3,13,3,0,1,12,14,9,yes,3,2,0,2,5,3,3,0
2nd (58),4:38,0,-4,4,10,0,48,0,0,3,1,4,9,4,0,no,12,0,9,0,0,3,1,1
3rd (52),4:22,5,-3,2,20,16,0,4,8,4,0,0,12,10,3,no,8,3,0,1,1,2,4,3
4th (51),3:36,9,-3,8,7,19,0,7,4,3,0,1,6,11,6,no,13,4,0,1,3,4,3,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),2:42,13,0,3,7,25,0,3,9,3,0,2,10,8,9,no,13,5,0,1,4,2,2,1
2nd (54),4:33,0,-4,2,3,0,50,3,0,3,0,6,16,5,1,no,9,0,9,0,1,3,1,2
3rd (49),3:41,16,0,6,7,3,4,5,8,2,1,0,9,12,8,no,11,1,1,2,3,2,5,1
4th (42),2:47,0,-3,8,10,16,0,4,7,3,0,2,4,14,6,no,12,3,0,1,3,4,4,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (56),5:27,6,-2,3,20,20,0,4,5,4,0,1,10,6,3,no,8,3,0,1,2,4,3,1
2nd (51),3:08,11,-1,3,5,9,0,5,19,3,1,0,13,6,6,no,10,2,0,2,3,3,3,1
3rd (50),2:46,10,-2,3,7,21,0,4,7,3,1,2,6,9,7,no,13,5,0,1,3,1,4,0
4th (42),4:09,5,-3,6,3,0,26,0,5,3,1,3,6,14,4,no,14,0,6,1,2,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (55),2:36,18,0,5,7,5,5,7,8,2,0,3,19,9,9,no,11,1,3,1,3,5,2,1
2nd (52),2:54,10,-1,2,3,0,31,3,4,3,0,2,8,11,7,no,9,0,5,2,3,2,3,2
3rd (48),4:25,3,-4,3,5,21,0,0,20,3,1,0,18,12,3,no,10,3,0,2,2,2,4,1
4th (43),2:55,0,-4,5,13,18,0,5,6,3,0,2,2,15,4,no,8,5,0,1,2,2,5,0
,,,,,,,,,,,,,,,,,,,,,,,,
1st (60),4:09,10,-2,11,7,17,0,8,9,2,0,1,6,20,4,no,11,3,0,1,2,4,4,2
2nd (59),2:40,0,-6,1,10,16,38,0,0,3,0,5,15,4,0,no,12,3,7,1,0,2,2,0
3rd (51),2:36,13,-1,5,7,5,16,6,0,3,0,2,2,6,6,no,13,1,5,0,4,2,3,0
4th (38),4:31,13,-3,3,2,16,0,0,7,1,2,2,11,4,10,no,14,5,0,1,4,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (68),3:06,15,0,2,20,19,0,0,12,4,1,2,8,11,9,no,8,3,0,1,4,2,3,0
2nd (63),2:23,18,0,4,5,15,0,5,16,3,1,2,13,12,7,no,10,4,0,1,4,3,2,0
3rd (47),5:45,0,-6,2,3,7,31,4,6,2,0,2,11,6,0,no,14,1,7,1,0,4,3,2
4th (38),3:20,0,-5,4,3,4,16,6,10,1,0,2,12,15,6,no,11,1,5,2,2,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,
1st (66),3:20,18,0,5,7,16,0,3,17,2,1,1,18,6,8,no,11,4,0,2,3,3,3,0
2nd (62),3:55,14,-1,2,2,2,43,0,0,1,1,7,11,8,7,no,12,1,9,0,3,3,0,0
3rd (47),3:06,0,-6,7,3,6,26,11,0,3,2,3,10,10,0,no,9,1,4,1,0,3,4,2
4th (42),3:25,3,-4,5,20,10,0,0,8,4,0,1,4,19,6,no,8,2,0,1,3,1,5,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (61),4:21,0,-3,2,3,10,43,0,6,2,0,5,10,14,1,no,14,2,9,1,1,2,2,1
2nd (52),4:04,16,0,5,3,24,0,4,0,1,1,0,10,8,9,no,11,4,0,0,4,4,3,1
3rd (50),3:29,8,-2,2,7,7,10,3,15,3,1,1,10,6,5,no,13,2,2,3,3,2,2,0
4th (47),4:06,5,-2,4,20,6,0,0,14,4,1,0,12,14,7,no,8,1,0,2,3,1,4,2
,,,,,,,,,,,,,,,,,,,,,,,,
1st (67),3:34,18,0,2,5,12,0,3,27,3,0,0,16,14,7,no,10,3,0,2,4,3,2,1
2nd (54),5:40,0,-5,1,3,29,26,0,0,3,0,3,8,11,1,no,14,5,6,0,1,2,3,1
3rd (53),2:13,17,0,8,7,6,0,3,12,3,2,0,0,0,8,no,13,1,0,2,4,3,3,0
4th (44),2:48,0,-6,6,10,5,16,4,9,3,1,1,6,5,0,no,12,1,5,1,0,2,4,1
,,,,,,,,,,,,,,,,,,,,,,,,
1st (63),4:54,13,-1,5,3,12,18,5,8,3,0,2,4,16,3,no,14,2,5,1,2,1,5,2
2nd (59),2:45,18,0,8,7,6,0,6,14,2,0,0,2,10,7,no,11,1,0,2,3,2,5,3
3rd (54),3:16,5,-5,5,5,19,0,10,15,3,0,3,8,6,5,no,10,5,0,1,2,5,2,0
