Place,VP total,Thinking time,VP from Military Conflicts (Victory),VP from Military Conflicts (Defeat),VP from Treasury Contents,VP from Wonder, VP from Civilian Structures,VP from Scientific Structures,VP from Commercial Structures,VP from Guilds,Constructed stages of the Wonder,Cards discarded,Chained constructions,Coins spent on commerce,Coins gained through commerce,Shields,Wonder side A,Wonder ID,Civilian Structures,Scientific Structures,Guilds,Military Structures,Commercial Structures,Raw Materials,Manufactured Goods,Match ID/Avg lvl
1,69,5:06,12,-1,1,20,10,0,4,23,4,0,1,24,5,3,no,8,3,0,3,2,3,2,1,#45714061
2,54,4:32,5,-3,7,3,11,26,0,5,3,1,6,6,24,7,no,14,2,6,1,4,0,3,1,240
3,51,6:49,13,-1,2,10,18,9,0,0,3,0,2,14,5,8,no,12,4,3,0,3,2,2,1,
4,43,6:35,1,-4,7,3,12,13,4,7,3,1,1,4,14,1,no,9,3,3,1,1,4,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,2:45,17,0,7,5,10,0,5,21,3,0,0,6,13,3,no,10,2,0,2,2,4,4,1,#64113304
2,51,2:48,17,0,7,7,14,0,6,0,3,2,2,5,9,8,no,13,2,0,0,4,5,1,1,240
3,45,4:27,0,-4,1,3,0,36,0,9,3,3,2,16,7,1,no,14,0,7,2,1,2,3,0,
4,41,2:46,0,-6,4,8,34,1,0,0,2,4,5,6,4,0,no,8,9,1,0,0,0,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,9:45,11,-2,7,3,21,0,5,17,3,1,1,9,22,7,no,14,4,0,2,3,2,5,1,#42740346
2,47,4:09,9,-1,3,10,2,21,3,0,3,0,6,20,0,9,no,12,1,6,0,4,2,1,1,240
3,46,8:18,0,-4,7,3,9,10,9,12,3,0,2,9,17,2,no,9,2,2,2,1,6,3,1,
4,43,4:28,6,-1,2,7,19,10,0,0,2,0,1,8,7,9,no,11,4,3,0,3,1,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,2:19,18,0,7,7,4,0,6,28,3,0,1,0,8,7,no,13,1,0,3,4,3,3,1,#65710382
2,59,3:18,17,0,5,7,15,0,5,10,2,0,1,12,9,7,no,11,4,0,2,3,2,5,0,239
3,57,2:46,0,-6,5,10,12,36,0,0,3,0,4,12,10,0,no,12,2,8,0,0,2,2,1,
4,35,3:43,0,-5,0,3,22,10,0,5,3,1,5,5,2,1,no,14,4,4,1,1,2,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,6:19,9,-2,6,20,4,0,9,15,4,0,1,8,13,3,no,8,1,0,2,2,5,4,0,#62942346
2,61,4:20,0,-6,2,10,17,31,0,7,3,0,5,10,4,0,no,12,4,7,1,0,1,1,1,239
3,58,3:17,16,0,6,3,8,10,8,7,2,0,1,5,14,7,no,14,1,2,2,4,3,4,2,
4,45,2:30,9,-2,2,3,25,2,0,6,1,1,4,10,2,6,yes,6,6,2,1,3,2,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:21,8,-1,1,3,3,36,0,15,3,0,6,8,4,6,no,14,1,8,2,3,1,1,2,#59859514
2,58,2:42,18,0,1,20,12,0,7,0,4,0,4,5,0,7,no,8,3,0,0,4,4,3,0,239
3,43,3:25,0,-4,8,10,24,0,5,0,3,1,1,2,4,2,yes,3,5,0,0,1,3,5,0,
4,38,2:51,1,-4,6,10,8,0,3,14,3,1,2,2,9,6,yes,4,2,0,2,2,4,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,3:04,13,0,6,20,14,0,4,8,4,0,4,7,8,6,no,8,4,0,1,3,4,2,0,#48728900
2,62,5:05,3,-1,3,0,8,43,0,6,0,0,6,15,10,5,no,14,1,9,1,2,3,1,1,239
3,48,4:08,5,-3,5,10,21,10,0,0,3,0,3,12,15,6,no,12,5,4,0,2,0,3,1,
4,43,3:50,0,-3,3,3,11,1,4,24,3,1,0,6,7,5,no,9,2,0,3,2,2,5,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:13,18,0,6,10,10,0,6,17,3,0,0,3,18,7,yes,4,2,0,2,3,2,6,0,#47304777
2,57,6:19,18,0,3,10,15,0,4,7,3,1,1,4,6,5,yes,3,3,0,1,3,1,4,2,239
3,55,3:34,0,-6,2,10,19,16,4,10,3,0,3,15,4,0,yes,7,4,5,1,0,4,2,0,
4,46,4:21,0,-6,3,10,4,25,4,6,3,1,3,9,3,0,yes,2,1,4,1,0,4,1,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,68,4:07,0,-6,6,3,14,48,3,0,3,0,5,16,13,0,no,9,2,8,0,0,2,2,3,#64133520
2,54,5:21,14,-1,7,7,12,0,5,10,2,0,1,10,11,12,no,11,3,0,1,4,3,5,0,239
3,54,3:57,12,-1,0,5,19,0,0,19,2,0,2,9,9,7,no,10,4,0,3,4,1,2,2,
4,47,5:26,9,-3,3,10,11,13,4,0,3,1,2,12,14,1,yes,7,2,4,0,1,4,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,2:50,18,0,6,10,8,0,5,16,3,1,1,12,6,6,yes,4,1,0,2,3,6,1,1,#55578540
2,62,4:12,17,0,4,10,15,13,3,0,3,0,3,12,8,6,no,12,3,4,0,3,2,3,0,239
3,43,2:56,0,-6,0,10,6,26,7,0,3,1,4,10,0,0,yes,2,2,5,0,0,3,4,0,
4,40,2:20,0,-5,6,20,18,1,0,0,4,0,2,4,24,1,no,8,4,1,0,1,0,6,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,5:26,9,0,7,7,13,4,8,8,2,1,2,4,9,3,no,11,3,2,1,1,4,4,0,#42738803
2,49,5:01,10,-2,4,20,0,9,0,8,4,0,1,10,16,8,no,8,0,2,2,3,2,3,2,239
3,48,6:27,0,-4,3,10,22,10,0,7,3,0,2,11,12,2,yes,2,4,2,1,1,2,4,1,
4,36,6:38,4,-1,4,7,16,0,6,0,3,3,0,14,2,3,no,13,4,0,0,2,2,1,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,5:03,9,0,3,13,21,0,10,0,3,0,1,22,9,6,no,8,5,0,0,3,4,3,0,#42541192
2,51,4:01,9,0,1,2,6,33,0,0,1,0,6,11,9,6,no,12,1,8,0,3,1,4,0,239
3,41,5:11,0,-6,3,10,9,10,0,15,3,1,2,13,16,5,yes,6,2,3,2,2,2,1,2,
4,36,4:09,0,0,4,0,22,10,0,0,1,0,1,5,17,6,no,10,4,3,0,3,2,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:07,5,-3,0,3,6,45,3,8,3,0,5,16,0,2,no,9,1,6,2,2,3,1,2,#66210369
2,56,3:23,17,-1,1,7,18,0,0,14,3,0,1,1,5,8,no,13,3,0,2,4,1,4,1,238
3,49,6:14,10,-2,13,3,12,0,9,4,2,0,1,3,24,6,no,14,4,0,1,2,5,4,2,
4,46,4:55,0,-4,2,10,16,16,0,6,3,1,3,13,4,3,no,12,3,5,1,1,1,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,3:12,16,-2,8,20,11,0,9,8,4,0,1,12,16,5,no,8,2,0,1,2,5,3,1,#65176586
2,66,3:08,1,-4,3,3,0,55,0,8,1,1,6,11,12,2,no,11,0,10,1,1,1,2,1,238
3,57,3:42,1,-4,0,5,25,0,0,30,3,0,1,19,6,1,no,10,5,0,3,1,3,2,1,
4,51,4:06,16,0,4,3,22,0,6,0,2,0,3,6,14,8,no,14,6,0,0,4,3,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:43,0,-6,2,3,7,36,4,15,3,0,4,13,10,0,no,9,1,7,2,0,4,2,1,#64910427
2,51,2:33,12,-1,8,10,8,1,6,7,3,0,1,6,26,8,yes,7,1,1,1,4,1,6,2,238
3,48,4:21,9,-1,2,7,11,18,2,0,2,0,2,9,6,6,no,11,2,4,1,2,3,3,1,
4,47,2:55,10,-1,1,20,9,0,4,4,4,0,0,19,5,9,no,8,2,0,1,4,3,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,2:38,13,-1,4,10,14,0,8,9,3,0,4,10,6,7,yes,3,4,0,1,4,5,1,0,#60171215
2,55,3:14,14,-2,2,3,0,38,0,0,2,2,4,10,9,9,no,14,0,8,0,4,1,3,0,238
3,53,3:49,0,-4,7,3,20,4,5,18,2,0,0,2,20,0,yes,2,3,1,2,0,2,5,3,
4,41,3:12,5,-3,3,10,13,13,0,0,3,0,3,19,6,3,yes,5,3,5,0,1,3,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,4:02,9,-3,4,20,17,0,6,8,4,0,0,6,12,1,no,8,3,0,1,1,2,4,3,#49724741
2,57,4:05,0,-5,1,3,8,43,0,7,3,0,4,14,4,0,no,14,2,9,1,0,3,2,1,238
3,55,4:30,15,-1,4,10,18,0,0,9,3,0,1,10,14,13,yes,3,4,0,1,6,1,3,0,
4,53,3:09,11,-2,5,7,18,0,8,6,2,0,3,12,12,9,no,11,4,0,1,3,5,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,8:00,18,0,4,20,0,0,8,10,4,1,0,14,6,4,no,8,0,0,1,3,4,3,2,#42791932
2,55,3:50,14,-1,1,3,20,18,0,0,2,0,3,8,6,7,no,14,4,5,0,3,3,3,0,238
3,48,4:11,3,-4,7,7,15,0,5,15,3,1,0,2,16,3,no,13,3,0,2,2,1,5,1,
4,46,5:41,0,-6,2,10,28,0,5,7,3,2,5,10,6,0,yes,3,7,0,1,0,4,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52,4:55,0,-6,2,20,0,26,4,6,4,0,3,10,4,0,no,8,0,6,1,0,3,2,2,#42419521
2,51,3:39,17,-1,6,7,19,0,3,0,2,1,2,8,8,12,no,11,4,0,0,4,3,4,0,238
3,45,5:02,10,-2,3,5,17,0,3,9,3,0,2,4,12,7,no,10,5,0,1,4,2,3,0,
4,42,4:06,9,-3,4,3,15,4,4,6,3,1,0,8,6,4,no,9,3,1,1,2,2,4,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,6:48,9,-3,5,5,27,2,0,9,3,0,2,5,20,6,no,10,5,2,0,3,1,2,2,#42309473
2,54,6:33,16,-2,2,10,7,13,3,5,3,0,5,20,9,7,yes,5,1,5,1,3,2,2,1,238
3,48,6:32,9,-3,5,0,6,10,5,16,0,0,3,9,9,3,no,14,1,3,2,2,4,5,1,
4,39,5:04,2,-4,1,10,11,13,0,6,3,0,1,9,5,2,yes,2,3,3,1,2,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,74,4:22,16,-1,5,3,0,48,3,0,3,0,4,10,13,6,no,14,0,8,1,3,3,3,0,#65685062
2,55,4:51,1,-4,4,3,19,10,7,15,3,0,3,10,4,1,no,9,4,2,2,1,4,2,2,237
3,49,4:26,16,-2,7,15,8,0,5,0,3,1,1,0,16,10,yes,1,2,0,0,4,2,5,1,
4,34,4:43,2,-4,0,5,30,0,0,1,3,1,0,19,6,5,no,10,6,0,0,3,1,1,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,4:04,13,-1,11,10,14,0,7,19,3,1,2,12,18,3,no,12,3,0,2,2,3,4,0,#65430024
2,56,3:25,5,-5,2,3,10,16,2,23,3,0,4,14,12,5,no,9,2,3,3,2,5,1,1,237
3,54,3:26,18,0,4,7,19,0,0,6,2,1,2,6,9,9,no,11,4,0,1,4,0,5,1,
4,51,3:50,0,-6,1,3,10,43,0,0,3,1,3,13,6,0,no,14,2,9,0,0,2,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,3:36,9,-2,6,3,15,13,3,12,3,0,2,8,8,4,no,14,4,4,2,2,2,3,1,#62875586
2,47,3:05,14,-1,5,7,11,0,4,7,2,1,4,2,3,8,no,11,3,0,1,3,3,4,1,237
3,46,3:45,5,-1,0,7,15,13,0,7,3,0,1,6,2,4,no,13,3,4,1,3,1,3,0,
4,38,6:06,0,-6,4,13,16,1,4,6,3,0,2,5,8,3,no,8,3,1,1,1,4,4,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,4:30,5,-4,1,0,0,55,0,7,0,1,5,8,8,3,no,12,0,10,1,1,0,3,2,#64123357
2,54,3:26,10,-2,4,7,17,0,0,18,3,0,2,12,10,7,no,13,3,0,3,4,2,3,0,237
3,54,3:30,17,-1,3,3,16,0,2,14,2,2,0,6,5,8,no,14,4,0,2,4,1,4,1,
4,44,3:47,3,-4,5,10,24,1,5,0,3,0,4,1,4,2,yes,3,5,1,0,1,5,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,3:24,16,0,7,3,21,1,4,6,2,0,2,7,13,8,no,14,5,1,1,4,4,3,0,#63016126
2,54,2:38,6,-3,6,3,18,13,4,7,3,1,2,8,21,4,no,9,3,3,1,2,2,4,2,237
3,50,6:53,3,-5,1,20,3,13,0,15,4,0,0,16,11,2,no,8,1,4,2,1,2,3,1,
4,42,4:31,9,-2,2,10,7,10,0,6,3,2,1,16,2,6,no,12,2,3,1,3,2,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,4:28,0,-6,6,3,8,47,7,0,3,0,5,12,12,0,no,9,2,8,0,0,3,2,2,#51196343
2,57,7:55,12,-1,4,7,20,0,0,15,2,1,0,12,16,6,no,11,4,0,2,2,2,4,1,237
3,55,4:27,12,-1,3,20,8,0,3,10,4,0,2,8,14,6,no,8,2,0,1,3,4,3,1,
4,53,6:39,10,-2,0,5,20,4,0,16,3,1,3,18,8,7,no,10,4,2,1,3,1,1,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,49,3:35,5,-3,9,7,18,4,9,0,2,0,3,6,19,5,no,11,3,2,0,1,4,5,1,#42635470
2,48,5:47,10,0,3,7,6,10,0,12,3,0,2,5,4,7,no,13,1,3,2,4,3,2,0,237
3,46,5:13,1,-4,0,5,24,0,0,20,2,0,1,14,10,4,no,10,5,0,3,2,1,3,2,
4,42,6:31,8,-1,1,10,10,10,4,0,3,0,1,9,1,7,yes,2,3,2,0,3,3,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,2:33,13,-1,2,10,27,0,0,10,3,0,1,16,12,4,no,12,6,0,2,3,1,3,0,#61467789
2,52,2:55,12,0,5,7,8,0,9,11,2,0,1,11,2,8,no,11,1,0,2,3,5,4,1,236
3,46,2:02,0,-5,6,3,4,38,0,0,1,1,5,12,12,1,yes,7,1,8,0,1,2,3,1,
4,38,2:07,5,-4,6,0,5,16,4,6,1,0,4,2,15,8,no,13,1,5,1,3,3,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,6:50,18,0,9,20,0,0,12,11,4,0,0,14,22,7,no,8,0,0,1,4,3,4,2,#58484486
2,57,3:13,17,0,4,10,6,0,5,15,3,0,1,4,6,8,yes,7,1,0,2,4,4,5,0,236
3,53,4:15,0,-6,6,10,18,25,0,0,3,0,4,14,13,0,no,12,4,6,0,0,2,2,1,
4,43,4:14,0,-5,3,3,27,0,0,15,2,2,1,14,5,4,no,9,6,0,2,2,2,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,5:11,13,0,3,8,15,0,5,16,2,0,1,17,7,7,no,8,2,0,2,4,5,2,1,#45654636
2,53,6:17,3,-3,2,3,20,25,3,0,3,3,6,16,4,2,no,9,5,5,0,1,2,1,1,236
3,50,4:13,5,-3,4,3,4,33,0,4,2,0,6,3,14,5,no,14,1,8,1,2,2,3,1,
4,43,5:33,6,-3,4,10,21,0,0,5,3,1,0,8,19,7,yes,3,5,0,1,3,0,5,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,3:55,9,-3,12,3,18,0,3,12,2,1,2,12,33,5,yes,4,4,0,2,2,2,3,2,#60423220
2,52,4:26,16,-1,3,10,0,18,0,6,3,0,2,15,15,9,yes,5,0,4,2,4,2,2,1,236
3,42,3:13,5,-3,1,8,14,0,5,12,2,2,0,24,6,2,no,8,3,0,2,2,3,3,1,
3,42,3:43,5,-4,1,0,15,25,0,0,1,0,4,9,6,6,no,10,3,6,0,2,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,2:34,0,-6,6,10,0,55,0,0,3,1,6,2,6,0,no,12,0,10,0,0,0,2,2,#55578791
2,50,3:11,11,-3,2,15,19,0,0,6,3,2,1,5,4,7,yes,1,4,0,1,3,2,3,0,236
3,47,5:34,15,-1,6,10,8,4,5,0,3,0,4,2,3,9,yes,3,1,1,1,4,5,2,1,
4,44,3:56,10,-2,0,3,17,0,0,16,1,1,2,8,4,6,yes,4,5,0,2,3,0,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,50,6:29,12,-2,6,7,14,0,8,5,2,0,0,15,6,8,no,11,3,0,1,3,5,3,1,#42473117
2,50,5:37,15,-1,1,5,12,0,0,18,3,1,0,10,11,10,no,10,2,0,2,5,1,3,1,236
3,45,5:21,6,-4,8,3,16,10,6,0,3,1,2,4,12,4,no,9,3,1,1,2,4,3,2,
4,43,6:36,3,-5,1,2,14,18,0,10,1,0,4,8,8,2,no,12,3,5,2,1,0,5,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,7:28,8,-2,5,15,19,0,4,8,3,1,1,16,8,5,yes,1,4,0,1,2,4,3,0,#42196842
2,49,5:55,11,-3,4,3,0,34,0,0,3,0,3,6,14,9,no,14,0,6,1,4,1,4,2,236
3,40,8:42,0,-4,8,3,15,4,6,8,2,0,4,5,20,4,yes,4,2,2,1,1,4,4,2,
4,40,8:53,13,-1,0,5,6,1,0,16,3,5,0,18,3,7,no,10,2,1,1,4,1,1,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,7:40,18,0,1,3,7,13,2,10,1,0,2,7,8,9,yes,7,2,3,2,5,2,2,1,#42119480
2,51,6:06,9,-3,3,7,15,13,0,7,3,0,0,2,11,6,no,13,3,4,1,3,1,3,0,236
3,49,4:43,8,-4,4,5,8,5,6,17,3,0,2,7,6,5,no,10,1,3,2,2,2,2,3,
4,45,8:55,1,-5,4,8,31,0,6,0,2,2,3,12,3,1,yes,1,7,0,0,1,4,2,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,2:49,13,-1,2,5,22,0,0,21,2,0,1,5,9,4,no,10,5,0,3,3,2,2,1,#65154697
2,47,4:12,12,-1,2,2,0,31,1,0,1,0,4,9,5,8,no,14,0,7,0,4,4,1,2,235
3,46,2:30,10,-4,6,7,14,0,6,7,2,0,2,6,12,11,no,11,4,0,1,3,2,6,0,
4,37,2:37,0,-5,1,0,13,21,0,7,2,3,3,8,2,1,no,13,2,6,1,1,0,3,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,4:32,8,-1,7,10,20,0,5,7,3,0,1,12,4,6,no,12,4,0,1,3,2,5,0,#65081483
2,55,2:59,5,-5,1,3,11,36,4,0,3,0,5,11,4,3,no,9,2,7,0,1,4,2,1,235
3,50,2:52,14,0,6,3,3,21,3,0,3,0,2,4,19,8,no,14,1,6,0,4,3,3,1,
4,50,3:32,4,-3,1,13,18,0,0,17,3,1,1,4,4,1,no,8,4,0,2,1,1,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,52,3:16,18,0,4,7,20,1,2,0,3,0,0,2,10,9,no,13,3,1,0,5,3,2,1,#61190671
2,52,3:41,8,-3,3,7,22,0,0,15,2,2,3,10,8,4,no,11,6,0,2,1,0,4,1,235
3,48,2:38,4,-4,8,10,10,0,12,8,3,2,0,18,0,1,no,12,2,0,1,1,5,4,0,
4,35,4:54,5,-4,9,3,2,13,7,0,2,0,1,6,18,3,yes,7,1,3,2,1,3,7,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,51,5:58,12,-1,8,3,7,0,8,14,3,0,0,12,18,8,no,14,2,0,2,4,5,4,1,#59210702
2,48,4:38,10,-3,6,3,32,0,0,0,2,3,2,7,16,9,no,9,6,0,0,4,2,4,0,235
3,45,3:59,8,-2,1,7,18,10,0,3,3,0,2,10,13,4,no,13,4,3,1,3,1,3,0,
4,35,3:08,5,-5,1,10,6,16,0,2,3,1,2,24,6,6,no,12,2,3,2,2,1,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,3:00,0,-6,5,8,3,50,0,0,2,0,5,2,17,0,yes,1,1,10,0,0,0,2,3,#61120648
2,60,5:57,9,-3,3,7,33,0,0,11,2,0,2,20,10,5,no,11,7,0,2,1,2,4,0,235
3,57,5:26,13,-1,10,3,6,0,11,15,2,2,1,16,14,6,no,14,1,0,2,4,5,4,0,
4,49,3:47,14,-2,0,5,12,0,4,16,2,0,2,11,8,11,no,10,2,0,2,5,3,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,62,5:00,17,0,7,7,5,0,3,23,2,0,0,18,15,8,no,11,2,0,3,3,4,3,1,#56583620
2,62,3:42,13,0,5,13,5,0,11,15,3,0,2,9,6,7,no,8,1,0,2,4,5,3,0,235
3,43,3:33,0,-4,1,3,18,16,0,9,3,0,3,14,9,7,no,14,3,5,1,3,2,3,1,
4,39,5:15,0,-6,4,10,21,10,0,0,3,0,4,7,18,0,yes,6,5,4,0,0,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,4:32,12,-2,8,3,11,0,4,19,1,2,1,8,16,6,no,11,3,0,3,3,2,4,0,#51213560
2,51,6:27,0,-4,5,10,4,31,0,5,3,1,3,8,2,0,no,12,1,7,1,0,1,2,2,235
3,43,4:08,5,-3,0,7,32,2,0,0,3,0,3,4,4,3,no,13,7,2,0,1,3,2,0,
4,40,4:32,15,-1,3,3,8,9,3,0,3,2,2,12,10,8,no,9,2,2,0,4,3,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,9:20,9,0,5,15,14,0,3,14,3,1,0,8,13,6,yes,1,3,0,2,3,3,3,0,#42647343
2,52,6:03,9,0,2,5,5,26,0,5,3,0,3,16,10,6,no,10,1,6,0,3,3,2,0,235
3,45,9:26,0,-2,2,3,28,4,4,6,3,0,3,7,11,3,no,9,5,1,1,2,3,4,2,
4,36,7:41,0,-4,10,10,0,0,6,14,3,3,0,16,13,6,yes,5,0,0,2,2,2,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,4:37,17,0,8,20,11,0,7,0,4,1,1,6,15,6,no,8,3,0,0,3,4,3,0,#42635205
2,58,6:54,9,-2,0,10,5,13,4,19,3,0,2,12,0,4,yes,2,2,3,2,2,4,2,0,235
3,55,4:53,0,-5,4,5,19,0,6,26,3,0,0,2,8,0,no,10,3,0,2,0,1,6,3,
4,50,4:14,8,-3,7,10,10,18,0,0,3,0,2,11,8,5,no,12,2,5,0,2,2,2,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,58,4:20,16,0,8,7,22,0,5,0,2,1,2,8,17,8,no,11,5,0,0,3,2,5,0,#65425337
2,46,2:31,0,-2,1,2,19,26,0,0,1,0,4,11,10,6,no,12,4,5,1,3,2,1,1,234
3,43,4:37,0,-2,6,10,12,0,3,14,3,1,0,10,10,6,yes,3,2,0,2,3,3,3,1,
4,32,3:23,0,0,2,3,7,16,0,4,2,2,3,12,4,6,no,9,2,5,1,3,2,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,55,3:17,8,-3,6,10,28,0,6,0,3,0,3,6,10,5,yes,3,5,0,0,2,5,3,0,#57521899
2,52,3:08,13,-1,1,3,10,4,3,19,2,0,3,14,4,7,no,14,3,2,3,4,3,2,1,234
3,48,3:02,14,-2,5,7,9,0,4,11,3,0,0,8,14,9,no,13,2,0,2,4,2,4,1,
4,46,3:39,0,-5,2,3,8,38,0,0,3,2,1,10,10,0,no,9,2,6,1,0,0,3,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3:01,13,-1,3,20,5,0,9,18,4,0,0,14,7,3,no,8,1,0,2,2,3,5,1,#61120317
2,53,5:16,0,-6,1,2,8,48,0,0,1,1,4,9,8,0,no,14,2,8,1,0,2,3,1,234
3,50,3:11,13,-1,4,7,9,16,2,0,3,0,3,7,16,6,no,13,2,5,0,3,2,2,1,
4,47,3:58,10,-4,4,5,22,0,0,10,3,0,1,14,13,9,no,10,4,0,1,3,4,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,4:41,13,-1,13,20,6,0,15,0,4,0,1,13,19,3,no,8,1,0,0,2,7,4,0,#42383346
2,62,4:07,18,0,2,7,13,10,0,12,3,1,1,10,12,9,no,13,2,3,2,4,0,2,1,234
3,58,4:25,0,-6,6,10,0,48,0,0,3,2,4,13,12,0,no,12,0,8,1,0,2,2,0,
4,44,7:24,5,-5,2,5,19,0,6,12,3,0,1,18,11,8,no,10,5,0,1,3,2,1,3,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,3:29,17,0,3,7,19,0,2,9,2,1,1,18,10,10,no,11,4,0,1,4,2,3,1,#64541456
2,54,3:36,3,-4,7,10,22,13,3,0,3,0,4,12,14,2,no,12,4,4,0,1,4,1,1,233
3,48,5:20,6,-2,1,3,12,16,6,6,3,0,3,18,9,5,no,9,3,3,1,3,3,2,2,
4,38,3:36,6,-4,6,20,3,0,0,7,4,2,0,6,21,7,no,8,1,0,1,3,1,6,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,57,2:41,0,-3,1,3,8,48,0,0,3,2,3,14,10,3,no,9,1,7,1,1,0,2,3,#59591816
2,56,2:10,13,-1,7,7,15,0,7,8,3,0,3,4,8,9,no,13,3,0,1,5,4,2,0,233
3,46,2:52,14,-2,4,7,19,0,4,0,2,0,2,10,6,11,no,11,5,0,0,4,3,4,0,
4,42,3:53,0,-3,3,10,0,16,0,16,3,0,2,8,12,3,yes,3,0,5,2,1,3,4,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,2:18,12,-1,2,15,20,0,5,11,3,1,2,13,2,3,yes,1,4,0,1,2,5,2,0,#56967558
2,53,2:33,17,0,3,7,17,0,6,3,2,1,2,18,8,9,no,11,5,0,1,3,2,4,0,233
3,51,2:20,0,-4,6,3,8,25,6,7,2,0,1,8,10,1,yes,2,1,5,1,1,2,3,3,
4,47,3:16,5,-5,8,10,8,21,0,0,3,0,4,2,21,6,yes,7,2,6,0,2,2,3,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,59,4:51,18,0,3,10,15,0,3,10,3,0,2,5,10,10,yes,4,3,0,1,4,4,3,0,#56617827
2,58,2:53,0,-6,4,3,0,55,2,0,1,0,5,4,5,0,yes,2,0,10,0,0,2,2,3,233
3,55,6:27,18,0,5,3,14,1,0,14,3,1,0,14,10,7,no,14,3,1,1,4,4,4,0,
4,49,4:29,0,-6,6,10,11,10,3,15,3,1,3,16,14,0,yes,5,2,4,2,0,1,3,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,4:21,16,0,2,20,5,0,0,17,4,0,0,7,13,8,no,8,1,0,2,4,1,4,2,#42634704
2,53,6:03,4,-3,6,10,21,4,11,0,3,0,5,5,6,1,yes,6,4,2,0,1,6,2,0,233
3,47,5:03,5,-4,4,3,26,1,4,8,1,1,3,7,10,4,no,11,6,1,1,1,2,4,1,
4,47,6:30,4,-2,2,2,5,28,0,8,1,0,5,18,8,4,no,12,2,7,1,2,2,2,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,7:53,18,0,7,10,0,13,5,11,3,0,0,9,19,4,yes,7,0,4,1,3,3,5,0,#42194227
2,53,4:50,17,0,2,13,13,0,0,8,3,1,0,6,5,6,no,8,3,0,1,3,2,5,0,233
3,51,6:50,0,-5,5,5,23,21,2,0,2,0,6,12,12,1,no,12,6,6,0,1,1,2,0,
